subject_topic,digital_origin,subject_topic 2,identifier,language_of_cataloging,public_note,item_type,form,date_text,date_single_start,project_title,project_abstract,title,title_initial_article,rights,repository,record_source,name,language,place_of_origin,publisher
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1948spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1948 Spring,1948-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and forty-first annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1935spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1935 Spring,1935-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and twenty-eighth annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1975fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1975 Fall,1975-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1945summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1945 Summer,1945-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Twenty-third annual commencement of the summer quarter of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1974spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1974 Spring,1974-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and sixty-sixth annual commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_2001summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,2001 Summer,2001-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Seventy-ninth annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1908spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1908 Spring,1908-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and first annual commencement of The University of Tennessee,,Public domain.,"University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1958summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1958 Summer,1958-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Thirty-sixth annual commencement of the summer quarter of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_2001spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,2001 Spring,2001-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and ninety-third annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1982summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1982 Summer,1982-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Sixtieth annual commencement of the summer quarter of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1940summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1940 Summer,1940-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Eighteenth annual commencement of the summer quarter of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1903spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1903 Spring,1903-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Ninety-sixth annual commencement of The University of Tennessee,,Public domain.,"University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1854summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1854 Summer,1854-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.","East Tennessee University. Commencement, July 5, 1854",,Public domain.,"University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1970winter,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1970 Winter,1970-24,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",March commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1980summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1980 Summer,1980-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Fifty-eighth annual commencement of the summer quarter of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1969summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1969 Summer,1969-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Forty-seventh annual commencement of the summer quarter of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1930spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1930 Spring,1930-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Tennessee 1930,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1996fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1996 Fall,1996-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_2005fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,2005 Fall,2005-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",Annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1992spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1992 Spring,1992-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and eighty-fourth annual commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1962fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1962 Fall,1962-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1945spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1945 Spring,1945-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and thirty-eighth annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1953winter,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1953 Winter,1953-24,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",March commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1985winter,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1985 Winter,1985-24,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",March commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1976fall,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1976 Fall,1976-23,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",December commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1973winter,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1973 Winter,1973-24,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",March commencement of The University of Tennessee Knoxville,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1844summer,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1844 Summer,1844-22,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.","East Tennessee University commencement, July 31, 1844",,Public domain.,"University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_2009spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,2009 Spring,2009-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.","College of Arts and Sciences commencement May 8, 2009 program",,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
University of Tennessee (Knoxville campus)--Degrees--Periodicals,reformatted digital,University of Tennessee (Knoxville campus)--Alumni and alumnae--Directories,comm_1962spring,eng,Publications for students,text,printed ephemera | http://vocab.getty.edu/aat/300264821,1962 Spring,1962-21,University of Tennessee Commencement Programs,"The University of Tennessee Commencement, with over two centuries of traditions behind it, is the formal ceremony that publicly recognizes graduate candidates and confers degrees upon them. The commencement programs featured in this collection range from 1841 to the present and will continue with programs from upcoming years.",One hundred and fifty-fourth annual commencement of The University of Tennessee,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville | URI: http://id.loc.gov/authorities/names/n80003889 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",eng,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",The University of Tennessee
